person_id,full_name,alias_name,gender,date_of_birth,age,nationality,occupation,address,city,district,state,pincode,email,person_status,known_since,source_system,record_confidence,created_at,updated_at
P001754,Pallavi Prakash Deshmukh,Pallavi,Female,1991-09-28,34,Indian,Government Employee,"865, Link Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,pallavideshmukh@example.test,Witness,2019-01-18,COURT_RECORD,0.958,2020-10-09T07:03:00,2022-06-08T20:20:00
P001615,Meera D.,,Female,1987-03-04,39,Indian,Professional,"190, Nagar Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,meera.desai922@example.test,Witness,2022-02-17,INTELLIGENCE_DB,0.88,2023-04-24T05:56:00,2026-03-19T00:09:00
P003265,T. Mane,,Female,1993-06-28,33,Indian,Retired,"433, Park Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,tmane912@example.test,Other,2024-04-02,IDENTITY_DB,0.922,2026-05-25T07:39:00,2026-05-29T16:21:00
P005785,Amit Mahesh Pande,,Male,1982-10-21,43,Indian,Business Owner,"668, Main Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,amit.pande@example.test,Other,2016-03-05,CASE_DB,0.894,2018-06-17T02:18:00,2021-09-02T06:09:00
P004437,Atharva Raj Thakur,Atharva T.,Male,1983-01-18,43,Indian,Professional,"372, Station Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,atharvathakur@example.test,Complainant,2012-05-14,COURT_RECORD,0.958,2017-06-19T17:57:00,2020-03-03T07:14:00
P002522,Riyaan Bhosale,,Other,1994-07-14,32,Indian,Government Employee,"284, Ring Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,riyaan.bhosale944@example.test,Witness,2017-04-07,COURT_RECORD,0.908,2025-06-05T23:45:00,2026-01-03T14:20:00
P004757,Vivek Deshmukh,,Male,1982-10-21,43,Indian,Professional,"301, Park Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,vdeshmukh909@example.test,Complainant,2021-09-04,COURT_RECORD,0.908,2024-12-04T02:53:00,2025-10-12T10:35:00
P002975,Shruti More,,Female,1989-08-16,37,Indian,Private Employee,"372, Station Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,shruti.more@example.test,Witness,2022-11-29,CASE_DB,0.894,2023-05-04T17:49:00,2023-12-11T02:11:00
P006137,Sneha Kadam,,Female,1981-10-23,44,Indian,Homemaker,"400, Canal Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,snehakadam@example.test,Victim,2020-02-01,LEGACY_DB,0.824,2023-03-14T03:57:00,2026-03-06T04:44:00
P005673,Pallavi More,,Female,2005-12-04,20,Indian,Student,"901, Main Road, Baner, Pune",Pune,Pune,Maharashtra,411045,pallavi.more166@example.test,Person of Interest,2023-11-14,FIELD_REPORT,0.852,2026-07-16T14:42:00,2026-08-16T11:18:00
P006488,Sam Vijay Mane,,Other,2000-08-09,26,Indian,Private Employee,"619, College Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,smane394@example.test,Complainant,2014-02-03,IDENTITY_DB,0.922,2021-07-27T00:33:00,2025-12-24T08:09:00
P002481,Mrunal Prakash Sutar,Mrunal,Female,1998-02-11,28,Indian,Private Employee,"800, Main Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,,Accused,2016-08-29,COURT_RECORD,0.908,2020-04-20T00:02:00,2022-04-13T01:24:00
P005026,Aditi Patil,A. Patil,Female,1988-05-21,38,Indian,Business Owner,"490, Main Road, Baner, Pune",Pune,Pune,Maharashtra,411045,aditipatil@example.test,Witness,2022-12-23,INTELLIGENCE_DB,0.93,2026-04-14T02:48:00,2026-04-27T06:07:00
P001798,Sahil Vijay Patil,,Male,1977-01-09,49,Indian,Self Employed,"824, Main Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,sahil.patil837@example.test,Victim,2012-05-22,CASE_DB,0.894,2020-02-22T03:34:00,2024-10-03T14:40:00
P000537,Vivek Raj More,,Male,1963-09-09,62,Indian,Retired,"373, Link Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,vmore741@example.test,Accused,2017-12-12,IDENTITY_DB,0.922,2023-05-30T07:31:00,2024-10-19T11:01:00
P003071,Yash N.,,Male,1964-10-20,61,Indian,Retired,"670, Station Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,yash.naik@example.test,Witness,2023-10-27,CASE_DB,0.894,2024-12-18T05:11:00,2025-04-29T23:29:00
P003308,Riya More,,Female,1983-09-26,42,Indian,Unemployed,"482, Market Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,riyamore@example.test,Witness,2018-12-03,CASE_DB,0.894,2024-07-17T05:33:00,2026-08-10T19:39:00
P003623,Tanvi Sharma,,Female,1995-02-18,31,Indian,Government Employee,"506, Ring Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,tanvi.sharma830@example.test,Person of Interest,2015-12-01,IDENTITY_DB,0.922,2017-10-07T22:26:00,2020-12-01T00:53:00
P005839,Amit Pande,,Male,1964-02-23,62,Indian,Retired,"264, Main Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,apande615@example.test,Accused,2022-05-14,CASE_DB,0.894,2026-04-20T18:19:00,2026-04-22T11:08:00
P001655,Omkar Naik,,Male,1972-03-13,54,Indian,Private Employee,"440, Station Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,omkar.naik@example.test,Person of Interest,2023-02-07,COURT_RECORD,0.908,2025-05-27T17:18:00,2026-07-23T05:34:00
P003100,Nikita Salunkhe,N. Salunkhe,Female,1995-07-27,31,Indian,Driver / Transport,"312, College Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,nikitasalunkhe@example.test,Witness,2019-01-22,IDENTITY_DB,0.972,2020-07-25T07:16:00,2023-12-24T10:58:00
P005994,Meera Kumar Kadam,,Female,1974-07-07,52,Indian,Private Employee,"607, Market Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,,Accused,2016-12-18,IDENTITY_DB,0.872,2018-08-31T02:52:00,2019-05-20T16:21:00
P005586,Yash Thakur,Y. Thakur,Male,1966-03-19,60,Indian,Retired,"233, Canal Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,ythakur992@example.test,Accused,2016-06-21,CASE_DB,0.944,2024-02-21T16:52:00,2025-06-26T22:17:00
P000338,Sneha Ramesh Thakur,,Female,1986-02-11,40,Indian,Private Employee,"964, Temple Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,sneha.thakur@example.test,Witness,2018-08-20,CASE_DB,0.894,2024-04-21T09:51:00,2024-11-13T10:45:00
P005689,Harsh Shinde,,Male,2004-08-11,22,Indian,Student,"328, Main Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,harshshinde@example.test,Witness,2017-04-18,IDENTITY_DB,0.922,2017-12-16T04:06:00,2023-02-19T01:10:00
P006136,Aanya Mahesh Kadam,,Female,1973-03-01,53,Indian,Driver / Transport,"400, Nagar Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,aanya.kadam8@example.test,Victim,2019-02-25,LEGACY_DB,0.824,2019-07-02T14:27:00,2023-03-14T17:52:00
P001068,Mrunal Raj Joshi,,Female,1976-07-09,50,Indian,Professional,"992, Link Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,mjoshi218@example.test,Victim,2023-11-08,CASE_DB,0.894,2024-02-09T05:09:00,2024-07-17T11:51:00
P005289,Rahul Raj Mane,,Male,1972-03-28,54,Indian,Private Employee,"995, Ring Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,rahul.mane@example.test,Witness,2023-07-17,IDENTITY_DB,0.922,2025-09-18T04:16:00,2026-08-23T18:48:00
P002108,Mrunal R Salunkhe,,Female,1981-04-27,45,Indian,Student,"513, Nagar Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,mrunalsalunkhe@example.test,Victim,2024-11-01,FIELD_REPORT,0.852,2025-05-21T23:00:00,2025-05-28T06:51:00
P006315,Vivek Sanjay Sutar,,Male,1981-06-02,45,Indian,Self Employed,"514, Canal Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,vivek.sutar401@example.test,Witness,2018-08-23,CASE_DB,0.894,2020-05-14T21:27:00,2023-06-29T08:29:00
P004371,Akash Kumar Sawant,,Male,1972-01-15,54,Other,Private Employee,"26, Park Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,asawant814@example.test,Victim,2023-09-30,IDENTITY_DB,0.922,2025-05-10T09:53:00,2025-11-19T16:28:00
P000731,Manish R Jadhav,Manish,Male,1990-05-05,36,Indian,Self Employed,"427, Main Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,manish.jadhav@example.test,Accused,2015-07-31,COURT_RECORD,0.958,2017-04-25T04:39:00,2019-11-07T13:41:00
P005134,Yash Kadam,Yash,Male,2006-11-05,19,Indian,Student,"974, College Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,yashkadam@example.test,Accused,2012-08-19,FIELD_REPORT,0.902,2021-03-26T01:38:00,2023-03-15T09:15:00
P005964,Riyaan Kumar Bhosale,Riyaan,Other,1994-03-26,32,Indian,Private Employee,"209, Park Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,riyaan.bhosale413@example.test,Accused,2018-11-28,CASE_DB,0.944,2024-01-26T21:51:00,2025-09-03T12:18:00
P005783,Aarohi Kumar Deshmukh,,Other,1978-12-03,47,Indian,Private Employee,"574, Park Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,adeshmukh521@example.test,Other,2014-03-21,FIELD_REPORT,0.852,2019-02-13T18:27:00,2023-07-10T12:08:00
P003023,Amit Gaikwad,A. Gaikwad,Male,1987-08-05,39,Indian,Skilled Worker,"135, Market Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,amit.gaikwad@example.test,Witness,2023-01-18,IDENTITY_DB,0.972,2024-07-08T23:05:00,2025-09-10T20:51:00
P002974,Harsh Anil Pande,,Male,1968-04-23,58,Indian,Private Employee,"974, Market Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,harshpande@example.test,Person of Interest,2021-12-18,INTELLIGENCE_DB,0.88,2025-03-28T17:57:00,2026-03-09T09:11:00
P001180,Pranav Ramesh Gaikwad,,Male,1985-06-09,41,Indian,Daily Wage Worker,"748, Market Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,pranav.gaikwad248@example.test,Witness,2019-08-10,INTELLIGENCE_DB,0.88,2024-02-23T21:41:00,2025-07-10T10:55:00
P004696,Siddharth Sutar,,Male,1991-01-11,35,Indian,Homemaker,"333, College Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,ssutar26@example.test,Victim,2017-10-03,IDENTITY_DB,0.922,2021-11-09T05:56:00,2022-05-22T21:37:00
P001146,Deepa K Joshi,,Female,1994-08-05,32,Indian,Government Employee,"524, College Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,deepa.joshi@example.test,Witness,2019-07-29,LEGACY_DB,0.824,2025-12-13T10:22:00,2026-08-16T06:40:00
P006574,Bhavana K Wagh,,Female,1983-02-12,43,Indian,Skilled Worker,"735, Canal Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,bhavanawagh@example.test,Other,2017-10-31,LEGACY_DB,0.824,2018-05-05T14:11:00,2020-09-21T05:37:00
P001828,Sonali M Gaikwad,,Female,1974-10-06,51,Indian,Government Employee,"358, Temple Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,sonali.gaikwad339@example.test,Victim,2017-06-14,IDENTITY_DB,0.922,2020-08-05T19:57:00,2024-12-31T07:41:00
P003564,Isha Desai,I. Desai,Female,1985-06-15,41,British,Government Employee,"526, College Road, Baner, Pune",Pune,Pune,Maharashtra,411045,idesai407@example.test,Witness,2019-01-22,IDENTITY_DB,0.972,2020-10-09T00:33:00,2026-07-16T08:31:00
P006899,Simran Desai,,Female,1975-12-12,50,Indian,Student,"35, Station Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,simran.desai@example.test,Other,2016-11-22,CASE_DB,0.894,2021-12-17T22:10:00,2022-01-20T14:46:00
P005330,Shruti D Sawant,,Female,1996-04-03,30,Indian,Private Employee,"884, Station Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,shrutisawant@example.test,Witness,2019-06-13,IDENTITY_DB,0.922,2026-05-29T12:43:00,2026-07-19T04:50:00
P004256,Pooja Dhumal,,Female,1982-06-02,44,Indian,Business Owner,"975, Link Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,pooja.dhumal750@example.test,Victim,2020-05-07,FIELD_REPORT,0.852,2024-10-18T14:46:00,2026-02-20T20:27:00
P000790,Aniket Desai,Aniket,Male,1989-08-24,37,Sri Lankan,Private Employee,"64, College Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,,Complainant,2020-05-21,CASE_DB,0.894,2022-04-13T03:55:00,2026-05-07T18:31:00
P002511,Amit Gaikwad,Amit Sanjay,Male,1993-10-19,32,Indian,Professional,"24, Ring Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,amit.gaikwad@example.test,Person of Interest,2020-01-10,CASE_DB,0.944,2020-08-30T19:08:00,2026-05-13T22:06:00
P002957,Yash Joshi,,Male,1990-07-07,36,Other,Self Employed,"53, Canal Road, Baner, Pune",Pune,Pune,Maharashtra,411045,yashjoshi@example.test,Person of Interest,2020-08-12,INTELLIGENCE_DB,0.88,2021-03-16T22:40:00,2022-08-15T08:57:00
P005775,Swati Sanjay Salunkhe,,Female,1978-06-22,48,Indian,Private Employee,"817, Main Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,swati.salunkhe432@example.test,Accused,2012-03-02,FIELD_REPORT,0.852,2023-11-21T02:01:00,2025-10-10T04:27:00
P003151,Isha J.,,Female,1976-09-05,49,Indian,Professional,"363, Main Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,ijoshi626@example.test,Person of Interest,2023-12-25,CASE_DB,0.894,2026-02-17T00:49:00,2026-03-26T00:11:00
P006763,Shreya Sharma,,Female,1978-01-10,48,Indian,Business Owner,"710, College Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,shreya.sharma@example.test,Person of Interest,2022-07-02,CASE_DB,0.894,2026-02-19T06:48:00,2026-03-15T23:11:00
P002910,Manish Sutar,,Male,1994-11-09,31,Indian,Skilled Worker,"416, College Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,manishsutar@example.test,Victim,2024-12-02,IDENTITY_DB,0.922,2025-04-26T00:48:00,2025-12-13T12:03:00
P000757,Vidya Salunkhe,,Female,1972-03-07,54,Indian,Student,"404, Station Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,vidya.salunkhe659@example.test,Witness,2023-02-15,CASE_DB,0.894,2023-08-21T13:37:00,2026-03-16T14:51:00
P003465,Pallavi Gaikwad,,Female,1992-05-09,34,Indian,Private Employee,"635, Link Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,pgaikwad779@example.test,Other,2013-01-14,IDENTITY_DB,0.922,2016-08-15T06:30:00,2026-06-17T05:42:00
P000045,Shubham Anil Salunkhe,Shubham Dilip,Male,2007-05-07,19,Indian,Student,"558, Market Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,shubham.salunkhe@example.test,Witness,2014-03-15,FIELD_REPORT,0.902,2019-12-24T17:39:00,2021-09-19T14:52:00
P006318,Sonali Deshmukh,,Female,1983-08-21,43,Indian,Private Employee,"126, Park Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,sonalideshmukh@example.test,Complainant,2023-07-28,CASE_DB,0.894,2024-06-20T08:41:00,2024-06-24T19:30:00
P003808,Ananya Sawant,,Female,1973-08-26,53,Indian,Self Employed,"241, Ring Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,ananya.sawant54@example.test,Complainant,2021-05-17,FIELD_REPORT,0.852,2023-06-23T23:45:00,2026-05-10T08:07:00
P003535,Nandini Jadhav,N. Jadhav,Female,1979-08-04,47,Indian,Unemployed,"478, Ring Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,,Other,2024-12-07,CASE_DB,0.894,2026-07-07T03:36:00,2026-07-12T01:34:00
P004293,Swapnil Kale,,Male,1995-12-23,30,Indian,Skilled Worker,"913, Station Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,swapnil.kale@example.test,Victim,2017-02-24,FIELD_REPORT,0.852,2025-05-07T11:07:00,2025-05-27T02:19:00
P003563,Vikas Kiran Salunkhe,,Male,2001-09-21,24,Indian,Driver / Transport,"880, Nagar Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,,Accused,2013-07-02,IDENTITY_DB,0.872,2025-06-18T18:20:00,2025-11-26T18:57:00
P003149,Pranav M Patil,,Male,2004-02-06,22,Indian,Student,"109, Link Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,pranav.patil780@example.test,Complainant,2018-12-15,CASE_DB,0.894,2025-09-14T11:45:00,2025-11-30T14:07:00
P003758,Nikita Pande,,Female,1982-04-10,44,Indian,Business Owner,"30, Park Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,npande911@example.test,Other,2012-11-13,COURT_RECORD,0.908,2018-11-18T11:48:00,2021-11-19T22:26:00
P006617,Nandini Salunkhe,,Female,1989-08-05,37,Indian,Business Owner,"962, College Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,,Person of Interest,2025-09-05,COURT_RECORD,0.858,2026-05-09T00:14:00,2026-07-11T02:08:00
P003486,Sonali Dilip Kulkarni,,Female,1986-11-15,39,Indian,Business Owner,"436, Nagar Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,sonalikulkarni@example.test,Accused,2022-07-19,IDENTITY_DB,0.922,2025-08-24T03:52:00,2026-05-03T04:58:00
P002414,Dhruv Prakash Pawar,,Male,1980-07-26,46,Indian,Student,"100, Main Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,,Witness,2018-09-05,FIELD_REPORT,0.802,2022-11-05T12:28:00,2025-01-06T12:32:00
P001101,Ananya Patil,,Female,1989-09-15,36,Indian,Private Employee,"253, Temple Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,apatil934@example.test,Witness,2019-12-14,IDENTITY_DB,0.922,2024-12-23T14:10:00,2026-03-11T03:02:00
P004978,Aanya R Dhumal,Aanya Dilip,Female,1993-11-07,32,Indian,Student,"391, Main Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,aanya.dhumal@example.test,Other,2022-07-24,FIELD_REPORT,0.902,2023-02-03T21:52:00,2023-12-16T16:32:00
P002479,Manish S Dhumal,,Male,1987-11-07,38,Indian,Daily Wage Worker,"50, Park Road, Baner, Pune",Pune,Pune,Maharashtra,411045,manishdhumal@example.test,Victim,2012-01-17,CASE_DB,0.894,2020-09-30T19:18:00,2026-07-08T23:26:00
P001090,Abhishek Salunkhe,,Male,1996-10-17,29,Indian,Self Employed,"125, Ring Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,abhishek.salunkhe505@example.test,Witness,2015-01-23,INTELLIGENCE_DB,0.88,2025-01-18T21:59:00,2025-11-25T07:09:00
P003233,Mrunal More,,Female,1980-05-27,46,Indian,Government Employee,"81, Link Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,mmore26@example.test,Victim,2017-12-10,CASE_DB,0.894,2021-09-21T20:04:00,2026-06-16T04:47:00
P006343,Swati A Sutar,,Female,1998-05-05,28,Indian,Private Employee,"975, Link Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,swati.sutar@example.test,Other,2018-04-13,CASE_DB,0.894,2024-06-19T19:07:00,2026-05-17T04:18:00
P002672,Pallavi Kiran Chavan,,Female,1981-12-18,44,Nepalese,Self Employed,"151, Main Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,pallavichavan@example.test,Accused,2018-10-24,CASE_DB,0.894,2021-09-09T14:24:00,2025-01-25T00:05:00
P002548,Swapnil Salunkhe,Swapnil Vijay,Male,1998-08-23,28,Indian,Professional,"845, Nagar Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,swapnil.salunkhe850@example.test,Complainant,2012-07-18,INTELLIGENCE_DB,0.93,2016-04-25T15:38:00,2016-06-06T10:47:00
P002904,Simran Naik,,Female,1994-01-07,32,Indian,Student,"815, Canal Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,snaik276@example.test,Accused,2016-02-05,CASE_DB,0.894,2025-09-30T03:44:00,2026-08-06T12:20:00
P005112,Vivek Sanjay Bhosale,Vivek,Male,1975-06-28,51,Indian,Private Employee,"626, Main Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,vivek.bhosale@example.test,Accused,2021-09-13,LEGACY_DB,0.874,2025-10-17T15:01:00,2026-05-24T08:09:00
P006139,Mayur V Desai,,Male,1979-01-24,47,Indian,Student,"62, Park Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,mayurdesai@example.test,Victim,2020-11-07,CASE_DB,0.894,2024-01-02T00:02:00,2025-10-05T05:52:00
P001757,Kajal Jadhav,,Female,1983-04-18,43,Indian,Unemployed,"811, Temple Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,kajal.jadhav750@example.test,Victim,2016-09-28,CASE_DB,0.894,2021-06-02T22:23:00,2023-01-02T11:24:00
P003530,Ritesh S Kulkarni,Ritesh K.,Male,1981-10-08,44,Indian,Daily Wage Worker,"942, Main Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,rkulkarni370@example.test,Other,2018-10-17,CASE_DB,0.944,2021-08-18T12:53:00,2022-02-25T14:59:00
P000868,Neha Patil,,Female,1991-12-13,34,Indian,Daily Wage Worker,"957, Link Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,neha.patil@example.test,Victim,2015-01-20,COURT_RECORD,0.908,2022-06-15T20:46:00,2024-09-26T21:06:00
P005473,Sahil Dilip Wagh,Sahil Kiran,Male,1992-06-11,34,Indian,Retired,"425, Market Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,sahilwagh@example.test,Accused,2021-12-22,FIELD_REPORT,0.902,2023-11-26T21:33:00,2024-01-01T13:55:00
P005128,Gaurav Ramesh Dhumal,Gaurav D.,Male,1982-05-22,44,Indian,Driver / Transport,"224, Market Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,gaurav.dhumal595@example.test,Other,2025-09-14,COURT_RECORD,0.958,2026-05-22T23:47:00,2026-07-08T00:51:00
P001871,Nandini D More,,Female,2004-07-06,22,Indian,Student,"509, Link Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,nmore627@example.test,Witness,2018-07-16,INTELLIGENCE_DB,0.88,2025-01-05T14:31:00,2026-02-06T06:05:00
P003522,Vivek Naik,,Male,1994-12-17,31,Indian,Private Employee,"215, Market Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,vivek.naik@example.test,Victim,2015-04-04,LEGACY_DB,0.824,2016-11-21T02:12:00,2023-02-02T03:20:00
P005275,Sahil Prakash Sawant,Sahil S.,Male,1978-04-21,48,Indian,Skilled Worker,"954, Market Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,sahilsawant@example.test,Complainant,2014-09-07,FIELD_REPORT,0.902,2015-07-27T22:02:00,2026-04-18T13:15:00
P001285,Saurabh Patil,,Male,1995-10-16,30,Indian,Private Employee,"757, Canal Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,,Other,2013-12-07,CASE_DB,0.844,2017-10-03T15:30:00,2025-01-14T13:48:00
P001004,Neha Anil Mane,Neha,Female,2003-03-17,23,Indian,Skilled Worker,"644, Link Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,nmane780@example.test,Victim,2017-02-12,CASE_DB,0.944,2020-03-02T12:55:00,2022-07-06T01:45:00
P004220,Amit Raj Sawant,,Male,2003-10-02,22,Indian,Student,"731, Station Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,amit.sawant@example.test,Witness,2017-08-26,CASE_DB,0.894,2019-11-27T13:13:00,2025-03-17T04:21:00
P004054,Harsh Mane,,Male,2001-07-23,25,Indian,Government Employee,"842, Nagar Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,harshmane@example.test,Person of Interest,2019-06-01,COURT_RECORD,0.908,2026-04-14T21:25:00,2026-05-28T13:29:00
P006193,Nandini Mane,,Female,1971-12-24,54,Indian,Private Employee,"21, College Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,nandini.mane333@example.test,Witness,2023-01-07,CASE_DB,0.894,2025-04-30T04:03:00,2025-12-12T01:01:00
P001078,Vivek K Shinde,,Male,1988-07-04,38,Indian,Daily Wage Worker,"252, Link Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,vshinde187@example.test,Witness,2016-08-14,COURT_RECORD,0.908,2016-09-23T10:40:00,2023-09-02T02:08:00
P001708,Pooja Anil Gore,,Female,1997-09-11,28,Indian,Student,"198, Nagar Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,pooja.gore@example.test,Victim,2020-12-09,CASE_DB,0.894,2025-02-18T05:54:00,2025-11-27T12:37:00
