document_id,case_id,document_type,document_date,language,narrative_text,source_officer,document_status,text_quality
DOC001790,C001790,Statement,2022-11-26,English,"On 14 November 2022 at approximately 07:29 hrs, Sakshi Sutar was reported in connection with a forgery incident in the Aundh area, Pune. Mayur Sutar was identified as another person relevant to the inquiry. The record notes vehicle MH14BM7653 and contact number 9317637756 in connection with the reported events. The matter was registered on 26 November 2022 under IPC 465 and assigned to investigating officer IO0310.",IO0310,Reviewed,0.949
DOC001791,C001791,Case Summary,2019-10-06,English,"On 19 September 2019 at approximately 22:37 hrs, Sneha Pawar was reported in connection with a possession-related offence incident in the Kondhwa area, Pune. Rahul Sutar was identified as another person relevant to the inquiry. The record notes vehicle MH12UY1086 and contact number 9768801856 in connection with the reported events. The matter was registered on 22 September 2019 under IPC 272/273 and assigned to investigating officer IO0311.",IO0311,Reviewed,0.925
DOC001792,C001792,Statement,2021-04-17,English,"On 04 April 2021 at approximately 17:53 hrs, Nikhil Shinde was reported in connection with a voluntarily causing hurt incident in the Pimpri area, Pune. Manish K Patil was identified as another person relevant to the inquiry. The record notes vehicle MH12OC1662 and contact number 9342977512 in connection with the reported events. The matter was registered on 09 April 2021 under IPC 323 and assigned to investigating officer IO0188.",IO0188,Reviewed,0.984
DOC001793,C001793,FIR,2020-03-14,English,"On 05 March 2020 at approximately 19:59 hrs, Rahul Salunkhe was reported in connection with a house-breaking / house-trespass incident in the Baner area, Pune. Yash Gore was identified as another person relevant to the inquiry. The record notes vehicle MH15UP6087 and contact number 9120084894 in connection with the reported events. The matter was registered on 08 March 2020 under IPC 454 and assigned to investigating officer IO0305.",IO0305,Final,0.968
DOC001794,C001794,FIR,2022-03-21,English,"On 01 March 2022 at approximately 08:31 hrs, Isha Mane was reported in connection with a theft of property incident in the Kothrud area, Pune. Vivek K Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH15OY8556 and contact number 9662841912 in connection with the reported events. The matter was registered on 03 March 2022 under IPC 379 and assigned to investigating officer IO0290.",IO0290,Final,0.946
DOC001795,C001795,FIR,2022-09-21,English,"On 02 September 2022 at approximately 21:15 hrs, Rahul Thakur was reported in connection with a using forged document incident in the Wakad area, Pune. Nikita R Kadam was identified as another person relevant to the inquiry. The record notes vehicle MH15GD7067 and contact number 9481260158 in connection with the reported events. The matter was registered on 09 September 2022 under IPC 471 and assigned to investigating officer IO0178.",IO0178,Final,0.96
DOC001796,C001796,Statement,2024-05-17,English,"On 19 April 2024 at approximately 17:12 hrs, Pooja Bhosale was reported in connection with a cheating by personation / cyber fraud incident in the Vishrantwadi area, Pune. Aditi Mane was identified as another person relevant to the inquiry. The record notes vehicle MH15DF5602 and contact number 9288612248 in connection with the reported events. The matter was registered on 27 April 2024 under IPC 419/420 and assigned to investigating officer IO0223.",IO0223,Final,0.973
DOC001797,C001797,Case Summary,2024-05-11,English,"On 08 April 2024 at approximately 09:17 hrs, Nikita A Bhosale was reported in connection with a theft of property incident in the Kondhwa area, Pune. P. Pawar was identified as another person relevant to the inquiry. The record notes vehicle MH14WR6103 and contact number 9366814499 in connection with the reported events. The matter was registered on 13 April 2024 under IPC 379 and assigned to investigating officer IO0296.",IO0296,Archived,0.983
DOC001798,C001798,Statement,2022-04-14,English,"On 17 March 2022 at approximately 21:42 hrs, Rohit Wagh was reported in connection with a grievous hurt incident in the Swargate area, Pune. Vikas Dilip Pande was identified as another person relevant to the inquiry. The record notes vehicle MH15UN9364 and contact number 9629719307 in connection with the reported events. The matter was registered on 17 March 2022 under IPC 325 and assigned to investigating officer IO0111.",IO0111,Final,0.949
DOC001799,C001799,Case Summary,2022-03-11,English,"On 10 March 2022 at approximately 12:15 hrs, Sonali Patil was reported in connection with a cheating by personation / cyber fraud incident in the Aundh area, Pune. Pooja Kadam was identified as another person relevant to the inquiry. The record notes vehicle MH12BV7250 and contact number 9759316091 in connection with the reported events. The matter was registered on 11 March 2022 under IPC 419/420 and assigned to investigating officer IO0013.",IO0013,Final,0.975
DOC001800,C001800,FIR,2018-07-29,English,"On 15 July 2018 at approximately 09:44 hrs, Sonali Naik was reported in connection with a theft of property incident in the Katraj area, Pune. Swapnil Kiran Bhosale was identified as another person relevant to the inquiry. The record notes vehicle MH15IL4530 and contact number 9585777587 in connection with the reported events. The matter was registered on 19 July 2018 under IPC 379 and assigned to investigating officer IO0180.",IO0180,Reviewed,0.949
DOC001801,C001801,Investigation Note,2020-12-22,English,"On 29 November 2020 at approximately 15:55 hrs, Rahul Kulkarni was reported in connection with a forgery incident in the Hadapsar area, Pune. Siddharth Mane was identified as another person relevant to the inquiry. The record notes vehicle MH42QZ2470 and contact number 9974219390 in connection with the reported events. The matter was registered on 02 December 2020 under IPC 465 and assigned to investigating officer IO0320.",IO0320,Archived,0.944
DOC001802,C001802,FIR,2019-04-04,English,"On 26 March 2019 at approximately 17:08 hrs, Vidya Wagh was reported in connection with a robbery incident in the Vishrantwadi area, Pune. Bhavana A Pawar was identified as another person relevant to the inquiry. The record notes vehicle MH15ZO1015 and contact number 9989249011 in connection with the reported events. The matter was registered on 28 March 2019 under IPC 392 and assigned to investigating officer IO0262.",IO0262,Final,0.952
DOC001803,C001803,Case Summary,2022-02-16,English,"On 28 January 2022 at approximately 20:22 hrs, Akash M Deshmukh was reported in connection with a cheating incident in the Vishrantwadi area, Pune. Omkar Sawant was identified as another person relevant to the inquiry. The record notes vehicle MH12WI4175 and contact number 9395500639 in connection with the reported events. The matter was registered on 11 February 2022 under IPC 420 and assigned to investigating officer IO0176.",IO0176,Reviewed,0.951
DOC001804,C001804,FIR,2019-09-27,English,"On 28 August 2019 at approximately 22:16 hrs, Aanya A Joshi was reported in connection with a criminal intimidation incident in the Baner area, Pune. Vivek V Salunkhe was identified as another person relevant to the inquiry. The record notes vehicle MH14KZ8194 and contact number 9624464986 in connection with the reported events. The matter was registered on 08 September 2019 under IPC 506 and assigned to investigating officer IO0154.",IO0154,Final,0.985
DOC001805,C001805,FIR,2020-11-12,English,"On 04 November 2020 at approximately 08:54 hrs, Akash Pawar was reported in connection with a theft in dwelling house incident in the Vishrantwadi area, Pune. Pallavi M Desai was identified as another person relevant to the inquiry. The record notes vehicle MH42FP4847 and contact number 9382737557 in connection with the reported events. The matter was registered on 11 November 2020 under IPC 380 and assigned to investigating officer IO0331.",IO0331,Reviewed,0.924
DOC001806,C001806,FIR,2024-06-26,English,"On 19 May 2024 at approximately 20:03 hrs, Meera Sharma was reported in connection with a cheating incident in the Yerawada area, Pune. Siddharth Bhosale was identified as another person relevant to the inquiry. The record notes vehicle MH14CV8280 and contact number 9663032882 in connection with the reported events. The matter was registered on 29 May 2024 under IPC 420 and assigned to investigating officer IO0106.",IO0106,Final,0.961
DOC001807,C001807,Statement,2023-03-16,English,"On 23 February 2023 at approximately 07:27 hrs, Pooja Dilip More was reported in connection with a criminal intimidation incident in the Viman Nagar area, Pune. Shubham Dilip Salunkhe was identified as another person relevant to the inquiry. The record notes vehicle MH15PB7515 and contact number 9161136004 in connection with the reported events. The matter was registered on 04 March 2023 under IPC 506 and assigned to investigating officer IO0177.",IO0177,Reviewed,0.962
DOC001808,C001808,Investigation Note,2019-12-15,English,"On 21 November 2019 at approximately 12:02 hrs, Shreya Vijay Joshi was reported in connection with a house-breaking / house-trespass incident in the Baner area, Pune. Vaishnavi Anil Naik was identified as another person relevant to the inquiry. The record notes vehicle MH42DT7441 and contact number 9417126909 in connection with the reported events. The matter was registered on 23 November 2019 under IPC 454 and assigned to investigating officer IO0125.",IO0125,Archived,0.923
DOC001809,C001809,FIR,2019-04-09,English,"On 06 March 2019 at approximately 21:31 hrs, Tejas Kumar Sutar was reported in connection with a criminal intimidation incident in the Shivajinagar area, Pune. Sam Sharma was identified as another person relevant to the inquiry. The record notes vehicle MH15VB3995 and contact number 9199350397 in connection with the reported events. The matter was registered on 16 March 2019 under IPC 506 and assigned to investigating officer IO0255.",IO0255,Reviewed,0.965
